6
 
  -.30861565351934e-02  0.30585243977299e-02  -.63697596984552e-02
  -.60250915165421e-01  -.26590069388452e-01  0.37274885927256e-01
  0.19818853208326e+00  -.37311084083008e-01  0.24566627080495e-01
  0.85546618147405e-01  -.78873273180699e-01  -.25813572581949e-01
  -.58830734635709e-01  0.22027653605201e-02  -.43629655767842e-02
  -.16156734389074e+00  0.13751313688207e+00  -.25295215142041e-01
6
 
  -.80915253613838e-01  -.43578954542300e-01  0.72143889846837e-02
  0.31936473269793e-01  0.13394718795833e+00  -.83374746586562e-03
  0.60673960067355e-01  -.18113626584883e-01  -.49467852696767e-01
  0.30987615484009e-01  -.90726633788663e-03  -.82077593968999e-04
  -.48307848287410e-01  -.39976331721449e-01  0.37128782573384e-01
  0.56250528036546e-02  -.31371008798943e-01  0.60405061841413e-02
6
 
  -.78092610816331e-01  -.41044183897313e-01  0.68695142563721e-02
  -.31165045495602e-01  0.18601404991977e+00  -.58292974438858e-02
  0.20400683632994e+00  -.13327245398347e+00  -.40115648666359e-01
  0.90638350159676e-01  -.47948590919826e-01  0.70134783252830e-02
  -.38020717657780e-01  -.39826024707046e-01  0.37862929462898e-01
  -.14736681297154e+00  0.76077203571295e-01  -.58009759359630e-02
6
 
  -.70501851947530e-01  -.35221625762325e-01  0.76034896477210e-02
  -.24060874941650e-01  0.17037639047599e+00  -.74325145285892e-02
  0.23256025276445e+00  -.16070364616982e+00  -.36599153153392e-01
  0.79523049104570e-01  -.40180418686961e-01  0.68760846417887e-02
  -.21794905103568e-01  -.33349627064579e-01  0.33449997289313e-01
  -.19572567034499e+00  0.99078926999173e-01  -.38979039077602e-02
6
 
  -.60018901060900e-01  -.28498392912411e-01  0.84027010555369e-02
  -.83612661985004e-02  0.14398322982379e+00  -.83815519288689e-02
  0.17101259195180e+00  -.13248203985094e+00  -.32360519016741e-01
  0.57570530264963e-01  -.24649922147447e-01  0.50460434090923e-02
  -.80660917949764e-02  -.26023702942243e-01  0.27753354844255e-01
  -.15213686238470e+00  0.67670827927540e-01  -.46002837866102e-03
6
 
  -.11742739379663e-02  0.34543971400272e-02  0.19138183276350e-02
  0.15391484084233e-01  0.67954391944787e-01  -.82352540819834e-02
  -.12983027390826e-01  -.73819704251701e-01  0.77406151046446e-02
  -.50109227940220e-02  0.11516335909225e-02  0.35466366718001e-02
  0.30181780177658e-01  -.21287514114920e-03  -.98748761258538e-02
  -.26405040510833e-01  0.14721567777523e-02  0.49090600843128e-02
6
 
  -.52700585805283e-02  -.19801660131407e-02  -.49136541316894e-02
  0.59332455500842e-01  0.32598610335236e-01  0.15148646880895e-01
  -.16445973677877e+00  -.10199503253840e+00  0.45369104613838e-01
  -.44543414243713e-01  0.33854733588604e-01  -.87316226320601e-02
  0.92383456272221e-01  0.70039042650115e-01  -.50150749421477e-01
  0.62557298699212e-01  -.32517187841776e-01  0.32782746914041e-02
6
 
  -.36250449263530e-01  -.27249487397446e-01  -.70019960491053e-02
  0.50780060457111e-01  -.60038750438335e-01  0.14551508847118e-02
  -.27425383380697e-01  0.13601913773112e+00  -.12738189618373e-01
  -.13031590648468e-01  0.16965923192356e-01  0.49952798406144e-02
  -.42934914122011e-01  -.47786053895222e-01  0.11680047449611e-01
  0.68862276947375e-01  -.17910769197228e-01  0.16097074951958e-02
6
 
  -.36003958332181e-01  -.27528737357217e-01  -.79920510977343e-02
  0.36931318034001e-01  -.70591048218522e-01  -.81677706598327e-03
  -.28657566580516e-01  0.16493757560212e+00  -.13184426609377e-01
  0.64950833020734e-02  -.33349067008941e-02  0.88748375541529e-02
  -.44726546693552e-01  -.48957342858852e-01  0.10875125664983e-01
  0.65961670544919e-01  -.14525540453128e-01  0.22432915262544e-02
6
 
  -.34235153474235e-01  -.26524582267122e-01  -.84485033340239e-02
  0.18833368927539e-01  -.76670189084732e-01  -.58917277056854e-02
  -.32786477633153e-01  0.19293116759370e+00  -.11943409202804e-01
  0.31875091579097e-01  -.30536741682930e-01  0.13982624507033e-01
  -.45186835770062e-01  -.48897414986116e-01  0.94021385691972e-02
  0.61500005979950e-01  -.10302239723731e-01  0.28988771743995e-02
6
 
  -.49049965666505e-01  -.26885471942574e-01  0.88758383149722e-02
  0.28931652904886e-01  -.10379003726606e-01  -.13620875102299e-01
  -.29804530839121e-01  0.12226831242515e+00  -.16606741899384e-01
  0.18902756849288e-01  -.15754009793672e-01  0.20128206931191e-03
  0.62220228593368e-03  -.14690831288665e-01  0.18100552827049e-01
  0.30397884563631e-01  -.54558995574367e-01  0.30499437946932e-02
6
 
  -.46605536225943e-01  -.19737659669726e-01  0.11511810144088e-01
  0.59945910671223e-01  -.30300927313295e-01  -.23873697307649e-01
  -.32763355452570e-03  0.11981398152379e+00  -.31757665091552e-01
  -.92089405795921e-02  0.11921148587187e-01  0.56760411792475e-02
  -.27963916429491e-01  -.37624489236980e-01  0.37155920755392e-01
  0.24160117021978e-01  -.44072053971849e-01  0.12875903684999e-02
6
 
  -.14348925212744e-01  0.53719586006267e-02  0.13487684428733e-01
  0.13181382580537e-01  0.18970205616808e-01  -.32671544337313e-01
  0.44826181278754e-02  -.26022259618337e-01  -.11539115346954e-01
  0.17979741869435e-01  -.26878043774006e-02  0.51056727285967e-02
  -.41668980627594e-02  -.11631756493032e-01  0.25173983381886e-01
  -.17127918628042e-01  0.15999656427994e-01  0.44331912797402e-03
6
 
  -.11490954773670e-01  0.71703994366317e-02  0.13582499319723e-01
  0.14436359454102e-02  0.29805305114579e-01  -.31903757276500e-01
  -.31143801200145e-01  -.35166034961101e-01  0.17832670376698e-01
  0.27416637424292e-01  -.11728356730468e-01  0.30593775574104e-02
  0.88601882011372e-02  0.22117267431905e-02  0.97471054589482e-02
  0.49142944588190e-02  0.77069604288940e-02  -.12317895417685e-01
6
 
  -.47579258773526e-01  -.33190062309203e-01  -.40719999261626e-02
  0.14558178868179e-01  0.11109456547045e+00  -.12461893295022e-01
  -.51423181374218e-01  -.10568309902236e+00  0.10448579589005e+00
  0.22288967141942e-01  -.11290091456446e-01  0.78194019570232e-03
  0.10399012100897e-01  0.37791761498402e-01  -.45498446156474e-01
  0.51756282606086e-01  0.12769259043635e-02  -.43235396695364e-01
6
 
  -.38591637171207e-01  -.30222846429508e-01  -.61227207251324e-03
  0.48949022605452e-01  0.35303602966116e-01  -.45915362929176e-01
  0.27724449254055e-01  -.35475648107505e-01  -.38532390936491e-01
  -.20084926613314e-01  0.31043125807631e-01  0.18450660755686e-01
  -.64702071613949e-02  -.29259894263410e-01  0.64131269785539e-01
  -.11526700682619e-01  0.28611660457879e-01  0.24780953063432e-02
6
 
  -.10091787808856e+00  -.69177445891311e-01  -.93096614372400e-02
  0.12150430974473e+00  0.38576570345521e-02  0.19340708500867e-01
  0.64743181163678e-02  0.75524182379212e-02  -.73347826903299e-02
  -.30707357044411e-01  0.34677587947606e-01  -.10362738368340e-02
  0.17019775152362e-01  0.15244461952583e-01  -.74536108339758e-02
  -.13373167051772e-01  0.78453205678319e-02  0.57936203015830e-02
6
 
  -.94243030255885e-01  -.63800191443597e-01  -.13137103447454e-01
  0.11128637780984e+00  0.42497486295400e-02  0.30047595763153e-01
  -.28856593142262e-01  -.97976213983451e-02  -.81976557127461e-02
  -.25015286607457e-01  0.30341175541543e-01  -.41858044649928e-02
  0.38134732920541e-01  0.31546039857890e-01  -.11313188370110e-01
  -.13062008268867e-02  0.74608490787225e-02  0.67861562360930e-02
6
 
  -.10051322523605e-01  0.16175213486846e-03  -.57665617679071e-02
  -.12743644282326e-01  -.40799246911893e-02  0.10384393178033e-01
  -.47649523763911e-01  0.10860931037499e-01  -.41622149164562e-02
  0.38359004044769e-01  -.37776736392579e-01  0.25327103347136e-03
  0.95648506902668e-02  0.18691550568174e-01  -.34105107927599e-02
  0.22520635513238e-01  0.12142427294295e-01  0.27016232694782e-02
6
 
  -.89507820008059e-02  0.22609875474231e-02  -.25492367340281e-02
  -.51455242387540e-01  0.54131965852766e-01  -.37893427459642e-02
  -.58900109410818e-02  -.47967884311859e-02  -.27629009647466e-02
  0.76966638155311e-01  -.70826531866229e-01  0.74288035327431e-02
  -.32341139500415e-01  0.27381471142753e-02  0.26803456218119e-03
  0.21670536553847e-01  0.16492219775772e-01  0.14046423506880e-02
6
 
  -.82343905433326e-02  0.26444795865679e-02  -.18946023729884e-02
  -.42443940106244e-01  0.51025569797901e-01  -.59858572634847e-02
  0.53344363326708e-02  -.91378864276397e-02  -.24626308672475e-02
  0.66975084028435e-01  -.61347466414655e-01  0.81482264158076e-02
  -.41475713199700e-01  -.90164432727313e-03  0.74741964745380e-03
  0.19844523968116e-01  0.17716947680053e-01  0.14474444353803e-02
6
 
  -.36370075372218e-02  0.37990560950050e-02  0.51226280119783e-04
  0.16708331532794e-01  0.47843850340188e-02  -.46825231857894e-02
  0.24895103716841e-01  -.17531084921607e-01  -.91367904342801e-03
  0.13873627076419e-02  -.34655311830862e-02  0.26148783117730e-02
