 6

      h        -1.017131         0.347373         -0.021542
      h        -0.730804        -2.337501          0.160904
      h         1.097508        -2.279725         -0.001992
 6

     br         1.677021         0.557622          0.001092
      c         0.044077        -0.444892         -0.005240
      c         0.180580        -1.795390         -0.015973
      h        -1.006840         0.352220         -0.006308
      h        -0.724080        -2.314948          0.160483
      h         1.080301        -2.290637          0.011793
 6

     br         1.677329         0.557804          0.001089
      c         0.036773        -0.442008         -0.006210
      c         0.184874        -1.799947         -0.017316
      h        -0.988021         0.350485          0.008061
      h        -0.719235        -2.294291          0.160321
      h         1.067928        -2.304070          0.025393
 6

     br         1.677631         0.557975          0.001078
      c         0.028823        -0.437942         -0.006995
      c         0.188933        -1.804598         -0.018743
      h        -0.961140         0.342162          0.021494
      h        -0.717412        -2.276304          0.160339
      h         1.061465        -2.320428          0.039147
 6

     br         1.687945         0.563327          0.001982
      c        -0.067386        -0.408265         -0.056065
      c         0.224152        -1.861428         -0.033777
      h        -1.003215         0.443240          0.459813
      h        -0.782341        -2.297296          0.249549
      h         1.079040        -2.500364          0.204198
 6

     br         1.695924         0.567221          0.003642
      c        -0.100148        -0.424130         -0.103063
      c         0.193402        -1.862320         -0.025231
      h        -1.039548         0.328834          0.688939
      h        -0.634932        -2.404636          0.315625
      h         1.094774        -2.386403          0.236950
 6

     br         1.703064         0.570757          0.005405
      c        -0.141221        -0.444830         -0.129258
      c         0.157602        -1.833223         -0.012594
      h        -0.801788        -0.021929          0.655548
      h        -0.652958        -2.548708          0.404212
      h         1.227666        -2.270358          0.205196
 6

     br         1.706735         0.572606          0.006304
      c        -0.162271        -0.459315         -0.138163
      c         0.143274        -1.821589         -0.002574
      h        -0.689785        -0.190796          0.603021
      h        -0.632811        -2.574679          0.432109
      h         1.227773        -2.187134          0.146140
 6

     br         1.713951         0.576360          0.007931
      c        -0.186246        -0.500862         -0.169608
      c         0.121476        -1.806144          0.018144
      h        -0.737379        -0.340824          0.733837
      h        -0.545318        -2.552845          0.456778
      h         1.165321        -2.043445         -0.008982
 6

     br         1.717210         0.578114          0.008630
      c        -0.195395        -0.520687         -0.184455
      c         0.113887        -1.801258          0.026589
      h        -0.811139        -0.364132          0.824466
      h        -0.504267        -2.533129          0.466543
      h         1.141097        -1.999844         -0.087831
 6

     br         1.684770         0.576425         -0.001288
      c         0.072880        -0.507683         -0.012706
      c         0.103134        -1.810928          0.018566
      h        -0.814263         0.179005          0.190317
      h        -0.769980        -2.458815         -0.256214
      h         0.899842        -2.530552          0.097972
 6

     br         1.685241         0.576896         -0.001271
      c         0.073351        -0.509858         -0.013592
      c         0.104221        -1.812374          0.018010
      h        -0.845153         0.199474          0.198311
      h        -0.787410        -2.471839         -0.256064
      h         0.892453        -2.532157          0.105692
 6

     br         1.686317         0.577893         -0.001234
      c         0.071967        -0.511118         -0.015254
      c         0.105555        -1.818958          0.016536
      h        -0.893266         0.230418          0.211983
      h        -0.817413        -2.487290         -0.253411
      h         0.886244        -2.533051          0.123817
 6

     br         1.687960         0.579284         -0.001129
      c         0.065036        -0.503020         -0.018718
      c         0.105122        -1.838584          0.013609
      h        -0.924237         0.246943          0.232037
      h        -0.840880        -2.477375         -0.241610
      h         0.898839        -2.532364          0.159834
 6

     br         1.690701         0.581290         -0.000775
      c         0.041438        -0.469486         -0.027123
      c         0.098690        -1.888972          0.007123
      h        -0.864316         0.191989          0.261478
      h        -0.824243        -2.389779         -0.200453
      h         0.963646        -2.523348          0.238817
 6

     br         1.694871         0.583932         -0.000167
      c         0.007095        -0.440629         -0.035857
      c         0.093827        -1.935917          0.001220
      h        -0.772053         0.087989          0.268953
      h        -0.841994        -2.321417         -0.139105
      h         1.027889        -2.481119          0.296664
 6

     br         1.696897         0.585165          0.000063
      c        -0.003166        -0.440266         -0.038993
      c         0.094861        -1.945316         -0.000041
      h        -0.791448         0.079447          0.276119
      h        -0.880216        -2.326079         -0.118125
      h         1.036213        -2.457516          0.302852
 6

     br         1.703845         0.589342          0.000646
      c        -0.028771        -0.465393         -0.046935
      c         0.097977        -1.953145         -0.003030
      h        -0.956116         0.130182          0.308576
      h        -0.984328        -2.381371         -0.059734
      h         1.027284        -2.389453          0.296564
 6

     br         1.705409         0.590272          0.000780
      c        -0.034747        -0.472850         -0.048423
      c         0.097297        -1.952436         -0.003693
      h        -0.988687         0.139562          0.312644
      h        -0.992768        -2.394393         -0.045288
      h         1.024771        -2.378637          0.293150
 6

     br         1.711466         0.593851          0.001301
      c        -0.063591        -0.502999         -0.052786
      c         0.088768        -1.945081         -0.007130
      h        -1.050949         0.150452          0.311727
      h        -0.962653        -2.437269          0.010861
      h         1.026525        -2.356900          0.289965
 6

     br         1.712932         0.594714          0.001440
      c        -0.071752        -0.510622         -0.053552
      c         0.085349        -1.942026         -0.007847
      h        -1.051554         0.144281          0.306175
      h        -0.942533        -2.444946          0.024838
      h         1.029805        -2.356598          0.288338
 6

     br         1.723973         0.601244          0.002335
      c        -0.147096        -0.570386         -0.055339
      c         0.059922        -1.909404         -0.010835
      h        -0.906776         0.043067          0.229144
      h        -0.763175        -2.518867          0.096838
      h         1.039205        -2.371801          0.280189
 6

     br         1.674848         0.571593          0.002055
      c         0.155605        -0.509127         -0.021373
      c         0.073563        -1.799791         -0.000971
      h        -0.761065         0.092103         -0.001539
      h        -0.755738        -2.280090          0.193025
      h         0.985468        -2.354856         -0.088332
 6

     br         1.675361         0.571642          0.002023
      c         0.153603        -0.507119         -0.025417
      c         0.086032        -1.801219          0.002757
      h        -0.801863         0.098520          0.023950
      h        -0.820294        -2.314602          0.176904
      h         0.925728        -2.337418         -0.091389
 6

     br         1.675748         0.571759          0.002038
      c         0.151274        -0.505126         -0.027910
      c         0.092065        -1.802662          0.004818
      h        -0.818555         0.101956          0.037435
      h        -0.857673        -2.334902          0.171250
      h         0.905220        -2.336176         -0.095193
 6

     br         1.677487         0.572516          0.002222
      c         0.138020        -0.495797         -0.037467
      c         0.104116        -1.809456          0.012646
      h        -0.846144         0.108047          0.080900
      h        -0.953430        -2.387162          0.158157
      h         0.906377        -2.379300         -0.119358
 6

     br         1.678224         0.572875          0.002317
      c         0.131615        -0.491518         -0.041070
      c         0.105824        -1.812766          0.015760
      h        -0.846718         0.107859          0.095421
      h        -0.973768        -2.398277          0.153769
      h         0.925318        -2.407567         -0.131063
 6

     br         1.680590         0.573988          0.002544
      c         0.108240        -0.473210         -0.050824
      c         0.106826        -1.828777          0.025840
      h        -0.823279         0.101069          0.132926
      h        -0.990971        -2.407713          0.131152
      h         0.999801        -2.505707         -0.167531
 6

     br         1.688596         0.577713          0.002618
      c         0.033659        -0.424100         -0.069428
      c         0.105824        -1.904530          0.049009
      h        -0.777943         0.146694          0.222119
      h        -0.795895        -2.324392          0.014659
      h         1.031415        -2.608631         -0.200114
 6

     br         1.706632         0.586536          0.000694
      c        -0.079531        -0.441675         -0.054363
      c         0.124818        -1.949721          0.056251
      h        -0.920175         0.284324          0.257130
      h        -0.930496        -2.512491         -0.239182
      h         1.016062        -2.501070         -0.095903
 6

     br         1.708556         0.587487          0.000431
      c        -0.091680        -0.447047         -0.050352
      c         0.120552        -1.948015          0.055963
      h        -0.915742         0.276923          0.247515
      h        -0.930297        -2.528943         -0.260303
      h         1.056020        -2.507960         -0.088930
 6

     br         1.714220         0.590247         -0.000359
      c        -0.128193        -0.465248         -0.038389
      c         0.104811        -1.942229          0.054034
      h        -0.885816         0.242686          0.219234
      h        -0.888081        -2.556224         -0.313631
      h         1.162139        -2.514569         -0.064790
 6

     br         1.717907         0.592017         -0.000863
      c        -0.151341        -0.480156         -0.031153
      c         0.093708        -1.938415          0.051784
      h        -0.866638         0.221411          0.205504
      h        -0.829784        -2.556567         -0.338451
      h         1.203543        -2.499360         -0.046102
 6

     br         1.728999         0.597305         -0.002193
      c        -0.210569        -0.545027         -0.016208
      c         0.068851        -1.925016          0.043361
      h        -0.897642         0.244446          0.216861
      h        -0.612081        -2.528953         -0.386535
      h         1.148737        -2.350865          0.017288
 6

     br         1.672808         0.568211          0.001976
      c         0.137618        -0.466495         -0.011188
      c         0.111524        -1.804252          0.009953
      h        -0.772963         0.154660         -0.114398
      h        -0.748485        -2.294581          0.181219
      h         0.914764        -2.589186         -0.209084
 6

     br         1.678657         0.573833          0.001853
      c         0.133576        -0.445995         -0.011628
      c         0.104328        -1.843888          0.008996
      h        -1.013120         0.205623         -0.115928
      h        -0.874595        -2.391361          0.213682
      h         0.956683        -2.758556         -0.214458
 6

     br         1.679858         0.574828          0.001807
      c         0.129324        -0.442733         -0.011571
      c         0.105109        -1.852930          0.008407
      h        -1.031109         0.200885         -0.114806
      h        -0.897713        -2.402761          0.217082
      h         0.945017        -2.751934         -0.209160
 6

     br         1.682379         0.576841          0.001682
      c         0.118591        -0.436089         -0.010968
      c         0.106974        -1.873333          0.007189
      h        -1.052736         0.183446         -0.114029
      h        -0.932054        -2.414848          0.219934
      h         0.909106        -2.717039         -0.195833
 6

     br         1.686314         0.579839          0.001395
      c         0.097068        -0.426061         -0.008547
      c         0.108617        -1.907685          0.005709
      h        -1.040798         0.137075         -0.117990
      h        -0.945834        -2.404339          0.213128
      h         0.839459        -2.627527         -0.174103
 6

     br         1.692037         0.583951          0.000777
      c         0.058170        -0.416767         -0.002352
      c         0.099216        -1.947715          0.006195
      h        -0.946254         0.041421         -0.128568
      h        -0.900074        -2.351286          0.179078
      h         0.825973        -2.542653         -0.161041
 6

     br         1.712474         0.597777         -0.002532
      c        -0.040382        -0.485878          0.040526
      c         0.059088        -1.965865          0.011731
      h        -1.095118         0.042903         -0.279854
      h        -1.029469        -2.399119          0.000947
      h         1.154883        -2.544946         -0.150158
 6

     br         1.714667         0.599207         -0.002859
      c        -0.049276        -0.499885          0.044391
      c         0.058771        -1.962197          0.011369
      h        -1.127799         0.052986         -0.291106
      h        -1.043971        -2.419653         -0.017284
      h         1.139949        -2.523798         -0.136832
 6

     br         1.719313         0.602216         -0.003529
      c        -0.069692        -0.530044          0.051396
      c         0.057525        -1.953648          0.010272
      h        -1.175180         0.061381         -0.304042
      h        -1.050862        -2.458923         -0.055046
      h         1.088308        -2.472014         -0.104230
 6

     br         1.726858         0.607058         -0.004566
      c        -0.107094        -0.578470          0.059900
      c         0.051932        -1.938649          0.007775
      h        -1.195386         0.040361         -0.297474
      h        -1.002435        -2.507887         -0.112466
      h         0.981163        -2.384433         -0.044044
 6

     br         1.734943         0.612223         -0.005633
      c        -0.152892        -0.625203          0.066105
      c         0.037224        -1.923194          0.004412
      h        -1.149197        -0.021956         -0.260404
      h        -0.891759        -2.541940         -0.166902
      h         0.911524        -2.321367          0.022761
 6

     br         1.682169         0.567265         -0.000213
      c         0.020143        -0.467489         -0.004349
      c         0.162326        -1.818184         -0.011240
      h        -0.762287         0.204510          0.090351
      h        -0.823769        -2.249987         -0.002434
      h         1.030649        -2.431092          0.114557
 6

     br         1.681780         0.566552         -0.000173
      c         0.018465        -0.463253         -0.005203
      c         0.164292        -1.818584         -0.009531
      h        -0.759260         0.204585          0.089878
      h        -0.798200        -2.236121         -0.005449
      h         1.029435        -2.434273          0.104711
 6

     br         1.681067         0.565140         -0.000079
      c         0.016051        -0.454204         -0.007315
      c         0.168509        -1.819845         -0.006062
      h        -0.765957         0.212649          0.091346
      h        -0.757832        -2.218862         -0.010651
      h         1.030904        -2.440497          0.084848
 6

     br         1.681326         0.560120          0.000451
      c         0.001436        -0.421516         -0.019037
      c         0.194269        -1.811140          0.011919
      h        -0.914653         0.260461          0.103965
      h        -0.829405        -2.364448         -0.034655
      h         1.101805        -2.436204         -0.020292
 6

     br         1.681743         0.559806          0.000510
      c        -0.001884        -0.418985         -0.020131
      c         0.195433        -1.809763          0.013723
      h        -0.923910         0.252807          0.103693
      h        -0.834911        -2.386351         -0.036327
      h         1.110031        -2.427896         -0.031423
 6

     br         1.683675         0.558149          0.000656
      c        -0.021293        -0.401401         -0.023350
      c         0.194519        -1.810381          0.021925
      h        -0.913271         0.181456          0.093773
      h        -0.778394        -2.455251         -0.051153
      h         1.135507        -2.356617         -0.077681
 6

     br         1.684011         0.557795          0.000658
      c        -0.025179        -0.397514         -0.023622
      c         0.193080        -1.811782          0.023392
      h        -0.905631         0.166081          0.090829
      h        -0.751518        -2.460105         -0.055168
      h         1.138459        -2.337561         -0.085120
 6

     br         1.685100         0.556275          0.000576
      c        -0.036603        -0.384642         -0.023943
      c         0.185234        -1.818576          0.028757
      h        -0.902674         0.136485          0.081616
      h        -0.624470        -2.464758         -0.075720
      h         1.154168        -2.254010         -0.109203
 6

     br         1.685293         0.555865          0.000535
      c        -0.038040        -0.382452         -0.023881
      c         0.183437        -1.819863          0.030037
      h        -0.913067         0.140271          0.080492
      h        -0.596820        -2.468021         -0.082723
      h         1.160643        -2.232469         -0.113875
 6

     br         1.684743         0.548884         -0.000474
      c        -0.056825        -0.370580         -0.017412
      c         0.194415        -1.801118          0.046135
      h        -0.930614         0.277485          0.064062
      h        -0.555516        -2.674049         -0.251376
      h         1.278417        -1.972154         -0.119191
 6

     br         1.685488         0.547095         -0.000803
      c        -0.078727        -0.383637         -0.013892
      c         0.197524        -1.787434          0.044132
      h        -0.857084         0.286832          0.056463
      h        -0.457732        -2.590892         -0.260181
      h         1.274487        -1.928637         -0.095314
 6

     br         1.685692         0.546360         -0.000894
      c        -0.086048        -0.390619         -0.013436
      c         0.200032        -1.781554          0.043103
      h        -0.848667         0.308166          0.059158
      h        -0.418089        -2.545616         -0.259371
      h         1.268603        -1.923253         -0.084977
 6

     br         1.685955         0.544842         -0.001008
      c        -0.098927        -0.405118         -0.014284
      c         0.210914        -1.764714          0.043206
      h        -0.861450         0.371825          0.074482
      h        -0.397090        -2.506252         -0.277705
      h         1.265118        -1.932546         -0.064309
 6

     br         1.686104         0.544100         -0.001047
      c        -0.106037        -0.411163         -0.015338
      c         0.219091        -1.753698          0.044593
      h        -0.869197         0.398486          0.085380
      h        -0.419815        -2.518752         -0.300568
      h         1.271956        -1.946430         -0.053403
 6

     br         1.689562         0.542778         -0.001393
      c        -0.155808        -0.432433         -0.016048
      c         0.245930        -1.711466          0.044982
      h        -0.844365         0.370854          0.118317
      h        -0.490192        -2.545030         -0.376872
      h         1.322857        -2.033277          0.020532
 6

     br         1.692868         0.543816         -0.001462
      c        -0.180170        -0.439529         -0.017418
      c         0.247828        -1.715060          0.039220
      h        -0.865354         0.338986          0.137950
      h        -0.427003        -2.458622         -0.336818
      h         1.290221        -2.040224          0.051081
 6

     br         1.695688         0.545093         -0.001474
      c        -0.196039        -0.446550         -0.019092
      c         0.247949        -1.719685          0.035418
      h        -0.901925         0.334328          0.157379
      h        -0.399216        -2.418646         -0.310505
      h         1.266221        -2.035980          0.071446
 6

     br         1.696671         0.545563         -0.001464
      c        -0.201227        -0.448343         -0.020053
      c         0.248396        -1.721249          0.034604
      h        -0.917078         0.333165          0.165937
      h        -0.399658        -2.415913         -0.304989
      h         1.261430        -2.034031          0.077648
 6

     br         1.704853         0.549735         -0.001067
      c        -0.244711        -0.444813         -0.037384
      c         0.254873        -1.737681          0.035602
      h        -1.031901         0.269232          0.277850
      h        -0.525980        -2.531891         -0.293870
      h         1.303945        -2.024865          0.117893
 6

     br         1.711152         0.553379         -0.000599
      c        -0.277861        -0.440525         -0.054322
      c         0.248802        -1.755156          0.036483
      h        -1.065609         0.174112          0.373804
      h        -0.547882        -2.569479         -0.252592
      h         1.334135        -2.018934          0.135038
 6

     br         1.712567         0.554239         -0.000491
      c        -0.284944        -0.440915         -0.058086
      c         0.246364        -1.759050          0.036443
      h        -1.069649         0.153745          0.395289
      h        -0.539749        -2.567337         -0.239794
      h         1.332824        -2.016744          0.137575
 6

     br         1.718507         0.557992         -0.000024
      c        -0.313364        -0.447949         -0.074239
      c         0.234067        -1.773671          0.036043
      h        -1.078482         0.080676          0.491025
      h        -0.479078        -2.540001         -0.183315
      h         1.301397        -2.005819          0.145775
 6

     br         1.679676         0.567626         -0.001417
      c         0.069369        -0.532752          0.014196
      c         0.154244        -1.759195         -0.020912
      h        -0.937109         0.076513          0.061909
      h        -0.833676        -2.091407         -0.076413
      h         0.922606        -2.415578          0.206709
 6

     br         1.681532         0.571246         -0.001681
      c         0.051555        -0.479806          0.014294
      c         0.145238        -1.822740         -0.011609
      h        -0.788300         0.063564          0.069429
      h        -0.974548        -2.117789         -0.184852
      h         1.086503        -2.536963          0.216592
 6

     br         1.682892         0.573248         -0.001716
      c         0.044356        -0.444392          0.012771
      c         0.141735        -1.870549         -0.006235
      h        -0.767106         0.107160          0.083200
      h        -0.989355        -2.158780         -0.226739
      h         1.099997        -2.550548          0.201730
 6

     br         1.683468         0.573970         -0.001704
      c         0.043165        -0.434053          0.011868
      c         0.140239        -1.886898         -0.004304
      h        -0.780498         0.134466          0.089533
      h        -0.981723        -2.175618         -0.236922
      h         1.092310        -2.546616          0.192423
 6

     br         1.684121         0.574730         -0.001683
      c         0.042338        -0.424699          0.010839
      c         0.138454        -1.903041         -0.002356
      h        -0.801872         0.166111          0.096370
      h        -0.967914        -2.193981         -0.245190
      h         1.079454        -2.539133          0.181266
 6

     br         1.684852         0.575527         -0.001654
      c         0.041640        -0.416285          0.009735
      c         0.136331        -1.918788         -0.000423
      h        -0.828375         0.199978          0.103423
      h        -0.948425        -2.213837         -0.251664
      h         1.062431        -2.528834          0.168618
 6

     br         1.687496         0.578131         -0.001539
      c         0.038295        -0.395845          0.006394
      c         0.127361        -1.961804          0.005026
      h        -0.912938         0.295603          0.123091
      h        -0.866053        -2.283106         -0.262708
      h         1.003105        -2.492055          0.125987
 6

     br         1.689638         0.580046         -0.001442
      c         0.033778        -0.385702          0.004397
      c         0.118579        -1.985012          0.008306
      h        -0.958198         0.341314          0.132886
      h        -0.807961        -2.340455         -0.266830
      h         0.980221        -2.476002          0.097600
 6

     br         1.694903         0.584401         -0.001194
      c         0.016955        -0.372077          0.001024
      c         0.095014        -2.015202          0.015220
      h        -0.999265         0.372958          0.142876
      h        -0.751263        -2.504974         -0.286325
      h         1.031646        -2.489428          0.045633
 6

     br         1.699698         0.588196         -0.001052
      c        -0.003360        -0.366023          0.000340
      c         0.074876        -2.027379          0.021666
      h        -0.973172         0.339263          0.136944
      h        -0.757791        -2.674021         -0.321824
      h         1.117027        -2.513101          0.007471
 6

     br         1.714785         0.600013         -0.001664
      c        -0.065507        -0.400300          0.013885
      c         0.022202        -2.043289          0.032640
      h        -0.883829         0.194695          0.055417
      h        -0.650825        -2.967311         -0.421633
      h         1.102554        -2.409355         -0.054776
 6

     br         1.715706         0.600713         -0.001727
      c        -0.066472        -0.408780          0.014816
      c         0.019851        -2.043405          0.032064
      h        -0.914114         0.210500          0.051406
      h        -0.632139        -2.954467         -0.417901
      h         1.081311        -2.390891         -0.053776
 6

     br         1.721575         0.605006         -0.002154
      c        -0.079799        -0.480942          0.020960
      c         0.006478        -2.030782          0.025307
      h        -1.066843         0.289755          0.021717
      h        -0.531436        -2.778957         -0.371964
      h         0.990296        -2.275182         -0.029097
 6

     br         1.724095         0.606778         -0.002372
      c        -0.091922        -0.513535          0.024387
      c         0.001742        -2.015529          0.023222
      h        -1.077027         0.282629          0.005686
      h        -0.538011        -2.732597         -0.372254
      h         1.010015        -2.247446         -0.011662
 6

     br         1.732007         0.612226         -0.003033
